seed,base_enc,base_noenc,oh_noenc,rot_enc,rot_noenc,G_enc,G_noenc,leak_base,leak_rot
1,1.13760594296743,1.15878883956027,1.15735836553268,1.11514987268646,1.17405357089006,-0.0224560702809662,0.0152647313297924,0.0211828965928407,0.0589036982035993
