Delta_s,r_non_pub,r_lux_pub,public_share,candidate,EG,sdG,P_G_neg,p05,p95
-0.0075,0.415676084198094,0.198948017314844,0.5,file2_vs_file1,0.00757817265001387,0.00621175807053475,0.1085,-0.00282975188821862,0.0176950575241617
-0.0075,0.415676084198094,0.198948017314844,0.5,exactopt_vs_selected,0.00106478064583509,0.00226787475863807,0.31525,-0.00274888381456546,0.00478211689568848
-0.0075,0.415676084198094,0.198948017314844,0.7,file2_vs_file1,0.00758474825601074,0.00675842439922148,0.12775,-0.00371843344893007,0.0185895146456231
-0.0075,0.415676084198094,0.198948017314844,0.7,exactopt_vs_selected,0.00106704726635268,0.00246803858967237,0.3305,-0.00308710837535649,0.00511701601891142
-0.007,0.411869761064582,0.200672428900192,0.5,file2_vs_file1,0.00707817265001387,0.00621175807053474,0.12375,-0.00332975188821862,0.0171950575241617
-0.007,0.411869761064582,0.200672428900192,0.5,exactopt_vs_selected,0.000796443830890139,0.00188240254952577,0.33375,-0.00236749565559378,0.00388015910832563
-0.007,0.411869761064582,0.200672428900192,0.7,file2_vs_file1,0.00708474825601074,0.00675842439922148,0.14425,-0.00421843344893007,0.0180895146456231
-0.007,0.411869761064582,0.200672428900192,0.7,exactopt_vs_selected,0.000798330268913088,0.00204852241495461,0.34525,-0.00264639063684452,0.00416005785357668
-0.0065,0.408063437931071,0.202396840485539,0.5,file2_vs_file1,0.00657817265001387,0.00621175807053475,0.141,-0.00382975188821862,0.0166950575241617
-0.0065,0.408063437931071,0.202396840485539,0.5,exactopt_vs_selected,0.000563882754157806,0.00149685352630887,0.3505,-0.00195063530964944,0.00301883218096534
-0.0065,0.408063437931071,0.202396840485539,0.7,file2_vs_file1,0.00658474825601074,0.00675842439922148,0.1625,-0.00471843344893007,0.0175895146456231
-0.0065,0.408063437931071,0.202396840485539,0.7,exactopt_vs_selected,0.000565386853156127,0.00162893165537324,0.364,-0.00217377675486984,0.00323482445175577
-0.006,0.40425711479756,0.204121252070887,0.5,file2_vs_file1,0.00607817265001386,0.00621175807053475,0.1615,-0.00432975188821863,0.0161950575241617
-0.006,0.40425711479756,0.204121252070887,0.5,exactopt_vs_selected,0.000367076116240758,0.00111118941782073,0.369,-0.00149804783007322,0.00218868046658265
-0.006,0.40425711479756,0.204121252070887,0.7,file2_vs_file1,0.00608474825601073,0.00675842439922148,0.1815,-0.00521843344893008,0.0170895146456231
-0.006,0.40425711479756,0.204121252070887,0.7,exactopt_vs_selected,0.000368195680965962,0.00120922466208267,0.381,-0.00166373664300059,0.00235012235332777
-0.0055,0.400450791664048,0.205845663656235,0.5,file2_vs_file1,0.00557817265001386,0.00621175807053474,0.18175,-0.00482975188821863,0.0156950575241617
-0.0055,0.400450791664048,0.205845663656235,0.5,exactopt_vs_selected,0.000206006469611906,0.000725371725656189,0.391,-0.00101063071619843,0.00139421999384072
-0.0055,0.400450791664048,0.205845663656235,0.7,file2_vs_file1,0.00558474825601073,0.00675842439922148,0.19975,-0.00571843344893008,0.0165895146456231
-0.0055,0.400450791664048,0.205845663656235,0.7,exactopt_vs_selected,0.000206739265062347,0.000789359542237643,0.40175,-0.00111845780252792,0.00150119959296629
-0.005,0.396644468530537,0.207570075241582,0.5,file2_vs_file1,0.00507817265001387,0.00621175807053475,0.2045,-0.00532975188821862,0.0151950575241617
-0.005,0.396644468530537,0.207570075241582,0.5,exactopt_vs_selected,8.06602291943674e-05,0.00033936169674373,0.41125,-0.000488868670469348,0.000635611757929286
-0.005,0.396644468530537,0.207570075241582,0.7,file2_vs_file1,0.00508474825601074,0.00675842439922148,0.2225,-0.00621843344893008,0.0160895146456231
-0.005,0.396644468530537,0.207570075241582,0.7,exactopt_vs_selected,8.10039795514082e-05,0.000369294129148327,0.417,-0.000538658909019243,0.000686210312150821
-0.0045,0.392838145397026,0.20929448682693,0.5,file2_vs_file1,0.00457817265001386,0.00621175807053474,0.22675,-0.00582975188821863,0.0146950575241617
-0.0045,0.392838145397026,0.20929448682693,0.5,exactopt_vs_selected,-8.97231402187818e-06,4.68797045705131e-05,0.57125,-8.56719280531455e-05,6.96757549280297e-05
-0.0045,0.392838145397026,0.20929448682693,0.7,file2_vs_file1,0.00458474825601073,0.00675842439922148,0.24425,-0.00671843344893008,0.0155895146456231
-0.0045,0.392838145397026,0.20929448682693,0.7,exactopt_vs_selected,-9.0199264883683e-06,5.10140480919425e-05,0.56375,-9.2520684792087e-05,7.65762770715459e-05
-0.004,0.389031822263514,0.211018898412278,0.5,file2_vs_file1,0.00407817265001386,0.00621175807053475,0.25375,-0.00632975188821863,0.0141950575241617
-0.004,0.389031822263514,0.211018898412278,0.5,exactopt_vs_selected,-6.28969762849398e-05,0.000433391824982176,0.55225,-0.000771542564687216,0.000663932124893847
-0.004,0.389031822263514,0.211018898412278,0.7,file2_vs_file1,0.00408474825601073,0.00675842439922148,0.272,-0.00721843344893008,0.0150895146456231
-0.004,0.389031822263514,0.211018898412278,0.7,exactopt_vs_selected,-6.33383123433177e-05,0.00047160779556635,0.549,-0.000834182002963232,0.000728006963378093
-0.0035,0.385225499130003,0.212743309997625,0.5,file2_vs_file1,0.00357817265001387,0.00621175807053475,0.2805,-0.00682975188821863,0.0136950575241617
-0.0035,0.385225499130003,0.212743309997625,0.5,exactopt_vs_selected,-8.11156612573466e-05,0.000820214351261368,0.53575,-0.00142142638865673,0.00129395642708625
-0.0035,0.385225499130003,0.212743309997625,0.7,file2_vs_file1,0.00358474825601074,0.00675842439922148,0.2955,-0.00771843344893007,0.0145895146456231
-0.0035,0.385225499130003,0.212743309997625,0.7,exactopt_vs_selected,-8.19531258747827e-05,0.000892530286114038,0.5335,-0.0015418726453881,0.00141516692635521
-0.003,0.381419175996492,0.214467721582973,0.5,file2_vs_file1,0.00307817265001387,0.00621175807053475,0.3095,-0.00732975188821862,0.0131950575241617
-0.003,0.381419175996492,0.214467721582973,0.5,exactopt_vs_selected,-6.36263370188618e-05,0.00120738734001747,0.518,-0.00203513130605898,0.00196013451156163
-0.003,0.381419175996492,0.214467721582973,0.7,file2_vs_file1,0.00308474825601074,0.00675842439922148,0.32075,-0.00821843344893007,0.0140895146456231
-0.003,0.381419175996492,0.214467721582973,0.7,exactopt_vs_selected,-6.48623805574993e-05,0.00131382509170245,0.517,-0.00221241356064936,0.0021381550240501
-0.0025,0.377612852862981,0.216192133168321,0.5,file2_vs_file1,0.00257817265001387,0.00621175807053474,0.3335,-0.00782975188821862,0.0126950575241617
-0.0025,0.377612852862981,0.216192133168321,0.5,exactopt_vs_selected,-1.04230098089189e-05,0.00159495124803755,0.50375,-0.00261310915337867,0.0026631639924038
-0.0025,0.377612852862981,0.216192133168321,0.7,file2_vs_file1,0.00258474825601074,0.00675842439922148,0.3495,-0.00871843344893007,0.0135895146456231
-0.0025,0.377612852862981,0.216192133168321,0.7,exactopt_vs_selected,-1.20601292593254e-05,0.00173553621641941,0.50325,-0.00284807240059875,0.00289699845538661
-0.002,0.373806529729469,0.217916544753668,0.5,file2_vs_file1,0.00207817265001387,0.00621175807053475,0.37,-0.00832975188821862,0.0121950575241617
-0.002,0.373806529729469,0.217916544753668,0.5,exactopt_vs_selected,7.85043055254786e-05,0.00198294696353413,0.484,-0.00315621878473759,0.00340050003731457
-0.002,0.373806529729469,0.217916544753668,0.7,file2_vs_file1,0.00208474825601074,0.00675842439922148,0.3815,-0.00921843344893007,0.0130895146456231
-0.002,0.373806529729469,0.217916544753668,0.7,exactopt_vs_selected,7.64635652716351e-05,0.0021577081304509,0.4865,-0.00344572225096713,0.00369559014376011
-0.0015,0.370000206595958,0.219640956339016,0.5,file2_vs_file1,0.00157817265001387,0.00621175807053474,0.40575,-0.00882975188821862,0.0116950575241617
-0.0015,0.370000206595958,0.219640956339016,0.5,exactopt_vs_selected,0.000203169618482805,0.00237141583815632,0.463,-0.0036619048006009,0.00417705221011312
-0.0015,0.370000206595958,0.219640956339016,0.7,file2_vs_file1,0.00158474825601074,0.00675842439922148,0.413,-0.00971843344893007,0.0125895146456231
-0.0015,0.370000206595958,0.219640956339016,0.7,exactopt_vs_selected,0.000200722663318965,0.00258038580488518,0.466,-0.00400893283180449,0.00452531857361912
-0.000999999999999997,0.366193883462447,0.221365367924364,0.5,file2_vs_file1,0.00107817265001387,0.00621175807053475,0.4375,-0.00932975188821861,0.0111950575241617
-0.000999999999999997,0.366193883462447,0.221365367924364,0.5,exactopt_vs_selected,0.00036359099932956,0.00276039971992724,0.4405,-0.00413703667332691,0.00498662229826713
-0.000999999999999997,0.366193883462447,0.221365367924364,0.7,file2_vs_file1,0.00108474825601074,0.00675842439922148,0.4435,-0.0102184334489301,0.0120895146456231
-0.000999999999999997,0.366193883462447,0.221365367924364,0.7,exactopt_vs_selected,0.000360735184577304,0.00300361474752055,0.44525,-0.00453546565459491,0.00539527190546617
-0.000499999999999997,0.362387560328935,0.223089779509712,0.5,file2_vs_file1,0.000578172650013869,0.00621175807053475,0.46825,-0.00982975188821862,0.0106950575241617
-0.000499999999999997,0.362387560328935,0.223089779509712,0.5,exactopt_vs_selected,0.000559790619089891,0.0031499409871555,0.423,-0.00457454146568688,0.00583172577453532
-0.000499999999999997,0.362387560328935,0.223089779509712,0.7,file2_vs_file1,0.00058474825601074,0.00675842439922148,0.47025,-0.0107184334489301,0.0115895146456231
-0.000499999999999997,0.362387560328935,0.223089779509712,0.7,exactopt_vs_selected,0.000556523248096651,0.00342744103972867,0.42875,-0.00503068008787,0.00629839199742083
0,0.358581237195424,0.224814191095059,0.5,file2_vs_file1,7.81726500138713e-05,0.00621175807053475,0.49575,-0.0103297518882186,0.0101950575241617
0,0.358581237195424,0.224814191095059,0.5,exactopt_vs_selected,0.000869967443215894,0.00267239258529567,0.3755,-0.00361998402213562,0.00521955603231341
0,0.358581237195424,0.224814191095059,0.7,file2_vs_file1,8.47482560107423e-05,0.00675842439922148,0.496,-0.0112184334489301,0.0110895146456231
0,0.358581237195424,0.224814191095059,0.7,exactopt_vs_selected,0.000872861371901972,0.00290729742058223,0.386,-0.00400352181272257,0.00560573426875256
5e-04,0.354774914061913,0.226538602680407,0.5,file2_vs_file1,-0.000421827349986126,0.00621175807053475,0.53,-0.0108297518882186,0.00969505752416167
5e-04,0.354774914061913,0.226538602680407,0.5,exactopt_vs_selected,0.000637806678965981,0.00228157045713955,0.394,-0.00319537921901885,0.00435198188675677
5e-04,0.354774914061913,0.226538602680407,0.7,file2_vs_file1,-0.000415251743989255,0.00675842439922148,0.52675,-0.0117184334489301,0.0105895146456231
5e-04,0.354774914061913,0.226538602680407,0.7,exactopt_vs_selected,0.000640283496334148,0.00248209561723268,0.40425,-0.00352690758421263,0.00468024659072611
0.001,0.350968590928401,0.228263014265755,0.5,file2_vs_file1,-0.000921827349986124,0.00621175807053475,0.5645,-0.0113297518882186,0.00919505752416168
0.001,0.350968590928401,0.228263014265755,0.5,exactopt_vs_selected,0.000441515726818459,0.00189003686734929,0.41475,-0.00273374359138073,0.00351723525680385
0.001,0.350968590928401,0.228263014265755,0.7,file2_vs_file1,-0.000915251743989253,0.00675842439922148,0.561,-0.0122184334489301,0.0100895146456231
0.001,0.350968590928401,0.228263014265755,0.7,exactopt_vs_selected,0.000443572571392358,0.00205612878912983,0.4215,-0.00301091124213668,0.00378998693399492
0.0015,0.34716226779489,0.229987425851102,0.5,file2_vs_file1,-0.00142182734998613,0.00621175807053475,0.5965,-0.0118297518882186,0.00869505752416168
0.0015,0.34716226779489,0.229987425851102,0.5,exactopt_vs_selected,0.000281133635772447,0.00149774675579362,0.4315,-0.00223497008670029,0.00271772227450673
0.0015,0.34716226779489,0.229987425851102,0.7,file2_vs_file1,-0.00141525174398926,0.00675842439922148,0.589,-0.0127184334489301,0.00958951464562308
0.0015,0.34716226779489,0.229987425851102,0.7,exactopt_vs_selected,0.00028276758799247,0.00162934794817321,0.437,-0.00245458173722869,0.00293566181892187
0.002,0.343355944661379,0.23171183743645,0.5,file2_vs_file1,-0.00192182734998613,0.00621175807053475,0.624,-0.0123297518882186,0.00819505752416168
0.002,0.343355944661379,0.23171183743645,0.5,exactopt_vs_selected,0.000156703812884409,0.00110465433452267,0.44825,-0.00169894620228743,0.00195346341173323
0.002,0.343355944661379,0.23171183743645,0.7,file2_vs_file1,-0.00191525174398926,0.00675842439922148,0.616,-0.0132184334489301,0.00908951464562309
0.002,0.343355944661379,0.23171183743645,0.7,exactopt_vs_selected,0.000157911893442632,0.00120170331791578,0.45375,-0.00186089819219256,0.00211296348379041
0.0025,0.339549621527867,0.233436249021798,0.5,file2_vs_file1,-0.00242182734998613,0.00621175807053475,0.64925,-0.0128297518882186,0.00769505752416168
0.0025,0.339549621527867,0.233436249021798,0.5,exactopt_vs_selected,6.82740871079097e-05,0.000710713046076197,0.466,-0.00112558229867057,0.00122405190540342
0.0025,0.339549621527867,0.233436249021798,0.7,file2_vs_file1,-0.00241525174398926,0.00675842439922148,0.6385,-0.0137184334489301,0.00858951464562308
0.0025,0.339549621527867,0.233436249021798,0.7,exactopt_vs_selected,6.90532552223045e-05,0.000773144288260778,0.4685,-0.00122973646975819,0.0013266976834307
0.003,0.335743298394356,0.235160660607145,0.5,file2_vs_file1,-0.00292182734998613,0.00621175807053475,0.67475,-0.0133297518882186,0.00719505752416168
0.003,0.335743298394356,0.235160660607145,0.5,exactopt_vs_selected,1.58967776140439e-05,0.000315875520186219,0.4825,-0.000514501611386567,0.000528758355407679
0.003,0.335743298394356,0.235160660607145,0.7,file2_vs_file1,-0.00291525174398925,0.00675842439922148,0.664,-0.0142184334489301,0.00808951464562308
0.003,0.335743298394356,0.235160660607145,0.7,exactopt_vs_selected,1.62439292388922e-05,0.000343619368416587,0.48275,-0.000560983925773502,0.000575089271370408
0.0035,0.331936975260845,0.236885072192493,0.5,file2_vs_file1,-0.00342182734998612,0.00621175807053475,0.702,-0.0138297518882186,0.00669505752416168
0.0035,0.331936975260845,0.236885072192493,0.5,exactopt_vs_selected,-3.71233232114769e-07,7.99064712361138e-05,0.5005,-0.000130126477493175,0.000133735092101184
0.0035,0.331936975260845,0.236885072192493,0.7,file2_vs_file1,-0.00341525174398925,0.00675842439922148,0.68625,-0.0147184334489301,0.00758951464562308
0.0035,0.331936975260845,0.236885072192493,0.7,exactopt_vs_selected,-4.59267262863069e-07,8.69238620096266e-05,0.502,-0.000141717872958271,0.00014553347794829
0.004,0.328130652127333,0.238609483777841,0.5,file2_vs_file1,-0.00392182734998613,0.00621175807053475,0.72875,-0.0143297518882186,0.00619505752416168
0.004,0.328130652127333,0.238609483777841,0.5,exactopt_vs_selected,1.95315779504731e-05,0.000476682060946611,0.47925,-0.000754373867077145,0.000819255590881852
0.004,0.328130652127333,0.238609483777841,0.7,file2_vs_file1,-0.00391525174398925,0.00675842439922148,0.711,-0.0152184334489301,0.00708951464562308
0.004,0.328130652127333,0.238609483777841,0.7,exactopt_vs_selected,1.90051220506163e-05,0.000518538803907147,0.48125,-0.000822679980467932,0.000889398079883271
0.0045,0.324324328993822,0.240333895363188,0.5,file2_vs_file1,-0.00442182734998612,0.00621175807053475,0.758,-0.0148297518882186,0.00569505752416168
0.0045,0.324324328993822,0.240333895363188,0.5,exactopt_vs_selected,7.56714584297618e-05,0.000874501335171943,0.462,-0.00134322545879855,0.00154236091537038
0.0045,0.324324328993822,0.240333895363188,0.7,file2_vs_file1,-0.00441525174398925,0.00675842439922148,0.73725,-0.0157184334489301,0.00658951464562309
0.0045,0.324324328993822,0.240333895363188,0.7,exactopt_vs_selected,7.4703275398566e-05,0.000951279891681216,0.465,-0.00147004052375704,0.00167089575575768
0.005,0.320518005860311,0.242058306948536,0.5,file2_vs_file1,-0.00492182734998612,0.00621175807053475,0.7835,-0.0153297518882186,0.00519505752416169
0.005,0.320518005860311,0.242058306948536,0.5,exactopt_vs_selected,0.000168119467499531,0.0012734153845044,0.4415,-0.00189741112377547,0.0023030766848311
0.005,0.320518005860311,0.242058306948536,0.7,file2_vs_file1,-0.00491525174398925,0.00675842439922148,0.763,-0.0162184334489301,0.00608951464562309
0.005,0.320518005860311,0.242058306948536,0.7,exactopt_vs_selected,0.000166706180946813,0.00138520264854138,0.447,-0.00208132736106156,0.0024901077205866
0.00550000000000001,0.316711682726799,0.243782718533884,0.5,file2_vs_file1,-0.00542182734998613,0.00621175807053475,0.8055,-0.0158297518882186,0.00469505752416168
0.00550000000000001,0.316711682726799,0.243782718533884,0.5,exactopt_vs_selected,0.000296951570121698,0.00167347635702944,0.426,-0.00241775323919827,0.00310155159645853
0.00550000000000001,0.316711682726799,0.243782718533884,0.7,file2_vs_file1,-0.00541525174398926,0.00675842439922148,0.78525,-0.0167184334489301,0.00558951464562308
0.00550000000000001,0.316711682726799,0.243782718533884,0.7,exactopt_vs_selected,0.000295089730368029,0.00182036374421282,0.43225,-0.00265764049383181,0.00334746492778329
0.00600000000000001,0.312905359593288,0.245507130119231,0.5,file2_vs_file1,-0.00592182734998613,0.00621175807053475,0.82675,-0.0163297518882186,0.00419505752416168
0.00600000000000001,0.312905359593288,0.245507130119231,0.5,exactopt_vs_selected,0.000462248736324817,0.00207473751383706,0.40825,-0.00290368903888776,0.00393796529983926
0.00600000000000001,0.312905359593288,0.245507130119231,0.7,file2_vs_file1,-0.00591525174398926,0.00675842439922148,0.8065,-0.0172184334489301,0.00508951464562308
0.00600000000000001,0.312905359593288,0.245507130119231,0.7,exactopt_vs_selected,0.000459934818153847,0.00225682105523464,0.4165,-0.00320094542627044,0.00424269362454286
0.0065,0.309099036459777,0.247231541704579,0.5,file2_vs_file1,-0.00642182734998611,0.00621175807053475,0.842,-0.0168297518882186,0.00369505752416169
0.0065,0.309099036459777,0.247231541704579,0.5,exactopt_vs_selected,0.00066409704663076,0.0024772532870807,0.39225,-0.00335521397781213,0.00481234919179293
0.0065,0.309099036459777,0.247231541704579,0.7,file2_vs_file1,-0.00641525174398924,0.00675842439922148,0.8255,-0.0177184334489301,0.0045895146456231
0.0065,0.309099036459777,0.247231541704579,0.7,exactopt_vs_selected,0.000661327446950566,0.00269463372802304,0.39825,-0.00371015691992831,0.00517614890152148
0.007,0.305292713326265,0.248955953289927,0.5,file2_vs_file1,-0.00692182734998612,0.00621175807053475,0.8655,-0.0173297518882186,0.00319505752416168
0.007,0.305292713326265,0.248955953289927,0.5,exactopt_vs_selected,0.000902587803801009,0.00288107934075383,0.3765,-0.00377235645749581,0.00572547873847806
0.007,0.305292713326265,0.248955953289927,0.7,file2_vs_file1,-0.00691525174398925,0.00675842439922148,0.83925,-0.0182184334489301,0.00408951464562308
0.007,0.305292713326265,0.248955953289927,0.7,exactopt_vs_selected,0.000899358839209585,0.00313386224488388,0.3855,-0.00418514114285345,0.00614800791072321
0.0075,0.301486390192754,0.250680364875274,0.5,file2_vs_file1,-0.00742182734998612,0.00621175807053475,0.88275,-0.0178297518882186,0.00269505752416169
0.0075,0.301486390192754,0.250680364875274,0.5,exactopt_vs_selected,0.00117781765122128,0.0032862726343833,0.36,-0.00415499638978199,0.00667723420010545
0.0075,0.301486390192754,0.250680364875274,0.7,file2_vs_file1,-0.00741525174398925,0.00675842439922148,0.861,-0.0187184334489301,0.00358951464562309
0.0075,0.301486390192754,0.250680364875274,0.7,exactopt_vs_selected,0.00117412555547101,0.00357456849319129,0.371,-0.00462669589138101,0.00715832949189272
0.008,0.297680067059243,0.252404776460622,0.5,file2_vs_file1,-0.00792182734998612,0.00621175807053475,0.8965,-0.0183297518882186,0.00219505752416169
0.008,0.297680067059243,0.252404776460622,0.5,exactopt_vs_selected,0.00148988869824515,0.00369289148979822,0.34625,-0.00450243062641663,0.00767644737680865
0.008,0.297680067059243,0.252404776460622,0.7,file2_vs_file1,-0.00791525174398925,0.00675842439922148,0.87825,-0.0192184334489301,0.00308951464562309
0.008,0.297680067059243,0.252404776460622,0.7,exactopt_vs_selected,0.00148572961960072,0.0040168158379039,0.35675,-0.00503240955346531,0.00820837552251776
0.0085,0.293873743925731,0.25412918804597,0.5,file2_vs_file1,-0.00842182734998612,0.00621175807053475,0.91,-0.0188297518882186,0.00169505752416168
0.0085,0.293873743925731,0.25412918804597,0.5,exactopt_vs_selected,0.00183890865289194,0.00410099566126682,0.33275,-0.00481408609011127,0.00869960033617468
0.0085,0.293873743925731,0.25412918804597,0.7,file2_vs_file1,-0.00841525174398925,0.00675842439922148,0.89175,-0.0197184334489301,0.00258951464562309
0.0085,0.293873743925731,0.25412918804597,0.7,exactopt_vs_selected,0.00183427865137583,0.00446066919773752,0.3455,-0.00540436350256073,0.00930667864525465
0.009,0.29006742079222,0.255853599631317,0.5,file2_vs_file1,-0.00892182734998612,0.00621175807053475,0.92325,-0.0193297518882186,0.00119505752416169
0.009,0.29006742079222,0.255853599631317,0.5,exactopt_vs_selected,0.00222499096225024,0.00451064640913958,0.3175,-0.00508973770283355,0.00977235882531255
0.009,0.29006742079222,0.255853599631317,0.7,file2_vs_file1,-0.00891525174398925,0.00675842439922148,0.903,-0.0202184334489301,0.0020895146456231
0.009,0.29006742079222,0.255853599631317,0.7,exactopt_vs_selected,0.0022198860067696,0.00490619512514312,0.332,-0.00573631198437923,0.0104311275976192
0.0095,0.286261097658709,0.257578011216665,0.5,file2_vs_file1,-0.00942182734998612,0.00621175807053475,0.9345,-0.0198297518882186,0.000695057524161685
0.0095,0.286261097658709,0.257578011216665,0.5,exactopt_vs_selected,0.00264825496103467,0.00492190657731333,0.30325,-0.00533300584204543,0.0108948004326751
0.0095,0.286261097658709,0.257578011216665,0.7,file2_vs_file1,-0.00941525174398925,0.00675842439922148,0.91675,-0.0207184334489301,0.00158951464562309
0.0095,0.286261097658709,0.257578011216665,0.7,exactopt_vs_selected,0.00264267092638284,0.0053534618904327,0.3175,-0.00603890235670013,0.0116026440716173
0.01,0.282454774525197,0.259302422802013,0.5,file2_vs_file1,-0.00992182734998611,0.00621175807053475,0.94575,-0.0203297518882186,0.00019505752416169
0.01,0.282454774525197,0.259302422802013,0.5,exactopt_vs_selected,0.0031088260287356,0.00533484067475528,0.28825,-0.00553965464014228,0.0120585313281313
0.01,0.282454774525197,0.259302422802013,0.7,file2_vs_file1,-0.00991525174398924,0.00675842439922148,0.9285,-0.0212184334489301,0.0010895146456231
0.01,0.282454774525197,0.259302422802013,0.7,exactopt_vs_selected,0.0031027586924612,0.00580253957031217,0.30425,-0.00630703672539548,0.0128212507430391
0.0105,0.278648451391686,0.26102683438736,0.5,file2_vs_file1,-0.0104218273499861,0.00621175807053475,0.9555,-0.0208297518882186,-0.00030494247583831
0.0105,0.278648451391686,0.26102683438736,0.5,exactopt_vs_selected,0.00360683575585026,0.00574951496138069,0.27475,-0.00571173711135871,0.01324324047474
0.0105,0.278648451391686,0.26102683438736,0.7,file2_vs_file1,-0.0104152517439892,0.00675842439922148,0.93675,-0.0217184334489301,0.000589514645623096
0.0105,0.278648451391686,0.26102683438736,0.7,exactopt_vs_selected,0.00360028079498633,0.00625350014114039,0.2915,-0.00653810973435735,0.0140874338420917
0.011,0.274842128258175,0.262751245972708,0.5,file2_vs_file1,-0.0109218273499861,0.00621175807053474,0.9635,-0.0213297518882186,-0.000804942475838318
0.011,0.274842128258175,0.262751245972708,0.5,exactopt_vs_selected,0.0041424221197184,0.00616599753859453,0.259,-0.00584880837337924,0.0144705186609065
0.011,0.274842128258175,0.262751245972708,0.7,file2_vs_file1,-0.0109152517439892,0.00675842439922148,0.94825,-0.0222184334489301,8.95146456230907e-05
0.011,0.274842128258175,0.262751245972708,0.7,exactopt_vs_selected,0.00413537510736338,0.00670641757725099,0.27825,-0.00673478636637341,0.0153809056099551
0.0115,0.271035805124663,0.264475657558056,0.5,file2_vs_file1,-0.0114218273499861,0.00621175807053474,0.97,-0.0218297518882186,-0.00130494247583831
0.0115,0.271035805124663,0.264475657558056,0.5,exactopt_vs_selected,0.00471572967052739,0.00658435844483308,0.24225,-0.00595082319286408,0.0157552617218507
0.0115,0.271035805124663,0.264475657558056,0.7,file2_vs_file1,-0.0114152517439892,0.00675842439922148,0.95725,-0.0227184334489301,-0.000410485354376907
0.0115,0.271035805124663,0.264475657558056,0.7,exactopt_vs_selected,0.00470818607226934,0.00716136795470228,0.264,-0.00689663638329183,0.0167009171972986
0.012,0.267229481991152,0.266200069143403,0.5,file2_vs_file1,-0.0119218273499861,0.00621175807053475,0.97425,-0.0223297518882186,-0.00180494247583831
0.012,0.267229481991152,0.266200069143403,0.5,exactopt_vs_selected,0.00532690972809473,0.00700466975646851,0.22725,-0.00601756088059063,0.0170715520621477
0.012,0.267229481991152,0.266200069143403,0.7,file2_vs_file1,-0.0119152517439892,0.00675842439922148,0.96425,-0.0232184334489301,-0.000910485354376904
0.012,0.267229481991152,0.266200069143403,0.7,exactopt_vs_selected,0.0053188648982695,0.00761842956084886,0.24975,-0.00702361954112378,0.0180892348647062
0.0125,0.263423158857641,0.267924480728751,0.5,file2_vs_file1,-0.0124218273499861,0.00621175807053474,0.979,-0.0228297518882186,-0.00230494247583832
0.0125,0.263423158857641,0.267924480728751,0.5,exactopt_vs_selected,0.00597612059008492,0.00742700569446951,0.21325,-0.00604002500157038,0.01842498594519
0.0125,0.263423158857641,0.267924480728751,0.7,file2_vs_file1,-0.0124152517439892,0.00675842439922148,0.97,-0.0237184334489301,-0.00141048535437691
0.0125,0.263423158857641,0.267924480728751,0.7,exactopt_vs_selected,0.00596756976785836,0.00807768301016236,0.23375,-0.00711569182023842,0.0195134255463574
0.013,0.259616835724129,0.269648892314099,0.5,file2_vs_file1,-0.0129218273499861,0.00621175807053475,0.98375,-0.0233297518882186,-0.00280494247583831
0.013,0.259616835724129,0.269648892314099,0.5,exactopt_vs_selected,0.00666352775236972,0.00785144273724417,0.20075,-0.00603252806196804,0.0198294509805749
0.013,0.259616835724129,0.269648892314099,0.7,file2_vs_file1,-0.0129152517439892,0.00675842439922148,0.97325,-0.0242184334489301,-0.0019104853543769
0.013,0.259616835724129,0.269648892314099,0.7,exactopt_vs_selected,0.00665446605763324,0.00853921136676334,0.22125,-0.00716885297395622,0.0209639609995115
0.0135,0.255810512590618,0.271373303899446,0.5,file2_vs_file1,-0.0134218273499861,0.00621175807053475,0.9865,-0.0238297518882186,-0.00330494247583831
0.0135,0.255810512590618,0.271373303899446,0.5,exactopt_vs_selected,0.00738930414230318,0.00827805974013433,0.18775,-0.00600604771552332,0.0212693448589841
0.0135,0.255810512590618,0.271373303899446,0.7,file2_vs_file1,-0.0134152517439892,0.00675842439922148,0.97875,-0.0247184334489301,-0.00241048535437691
0.0135,0.255810512590618,0.271373303899446,0.7,exactopt_vs_selected,0.00737972657137127,0.00900310027417487,0.2085,-0.00717269998327712,0.0224771709694948
0.014,0.252004189457107,0.273097715484794,0.5,file2_vs_file1,-0.0139218273499861,0.00621175807053475,0.98925,-0.0243297518882186,-0.0038049424758383
0.014,0.252004189457107,0.273097715484794,0.5,exactopt_vs_selected,0.00815363036571901,0.00870693806203163,0.176,-0.00595571225685215,0.0227520447754542
0.014,0.252004189457107,0.273097715484794,0.7,file2_vs_file1,-0.0139152517439892,0.00675842439922148,0.983,-0.0252184334489301,-0.0029104853543769
0.014,0.252004189457107,0.273097715484794,0.7,exactopt_vs_selected,0.00814353178681644,0.00946943809280696,0.19675,-0.00718024903538504,0.0240213434442113
0.0145,0.248197866323595,0.274822127070142,0.5,file2_vs_file1,-0.0144218273499861,0.00621175807053475,0.991,-0.0248297518882186,-0.00430494247583831
0.0145,0.248197866323595,0.274822127070142,0.5,exactopt_vs_selected,0.00895669496858971,0.00913816169972493,0.16775,-0.00584312371625914,0.0242835582294138
0.0145,0.248197866323595,0.274822127070142,0.7,file2_vs_file1,-0.0144152517439892,0.00675842439922148,0.98525,-0.0257184334489301,-0.0034104853543769
