Delta_s,r_non_pub,r_lux_pub,public_share,candidate,EG,sdG,P_G_neg,p05,p95
-0.0105,0.438514022999162,0.188601547802758,0.5,file2_vs_file1,0.0105781726500139,0.00621175807053474,0.047,0.000170248111781376,0.0206950575241617
-0.0105,0.438514022999162,0.188601547802758,0.5,exactopt_vs_selected,0.00342776885140609,0.00458121619651624,0.22,-0.00429092769562943,0.0109537727741877
-0.0105,0.438514022999162,0.188601547802758,0.7,file2_vs_file1,0.0105847482560107,0.00675842439922148,0.0665,-0.000718433448930078,0.0215895146456231
-0.0105,0.438514022999162,0.188601547802758,0.7,exactopt_vs_selected,0.00343227332433684,0.00498587826790245,0.23975,-0.00496583358892729,0.0116151520718974
-0.01,0.43470769986565,0.190325959388106,0.5,file2_vs_file1,0.0100781726500139,0.00621175807053475,0.0555,-0.000329751888218627,0.0201950575241617
-0.01,0.43470769986565,0.190325959388106,0.5,exactopt_vs_selected,0.00294411519742196,0.00419541054680685,0.236,-0.0041211663233777,0.00983970275611975
-0.01,0.43470769986565,0.190325959388106,0.7,file2_vs_file1,0.0100847482560107,0.00675842439922148,0.07325,-0.00121843344893008,0.0210895146456231
-0.01,0.43470769986565,0.190325959388106,0.7,exactopt_vs_selected,0.00294825166856528,0.00456594498777129,0.253,-0.00474406799028793,0.0104467633003473
-0.0095,0.430901376732139,0.192050370973453,0.5,file2_vs_file1,0.00957817265001387,0.00621175807053475,0.069,-0.000829751888218625,0.0196950575241617
-0.0095,0.430901376732139,0.192050370973453,0.5,exactopt_vs_selected,0.00249644574973737,0.00380975442505026,0.25025,-0.00392179656799138,0.00875487022385605
-0.0095,0.430901376732139,0.192050370973453,0.7,file2_vs_file1,0.00958474825601074,0.00675842439922148,0.08225,-0.00171843344893008,0.0205895146456231
-0.0095,0.430901376732139,0.192050370973453,0.7,exactopt_vs_selected,0.00250021227460578,0.0041461835104617,0.26725,-0.00448347966724686,0.00931300025539881
-0.009,0.427095053598628,0.193774782558801,0.5,file2_vs_file1,0.00907817265001386,0.00621175807053475,0.075,-0.00132975188821863,0.0191950575241617
-0.009,0.427095053598628,0.193774782558801,0.5,exactopt_vs_selected,0.00208471615358864,0.00342421036857851,0.2655,-0.00368243864695799,0.0077115036871556
-0.009,0.427095053598628,0.193774782558801,0.7,file2_vs_file1,0.00908474825601073,0.00675842439922148,0.08975,-0.00221843344893008,0.0200895146456231
-0.009,0.427095053598628,0.193774782558801,0.7,exactopt_vs_selected,0.0020881107546483,0.00372655304707242,0.2825,-0.00418680912840666,0.00821404091085219
-0.0085,0.423288730465116,0.195499194144149,0.5,file2_vs_file1,0.00857817265001386,0.00621175807053475,0.08575,-0.00182975188821863,0.0186950575241617
-0.0085,0.423288730465116,0.195499194144149,0.5,exactopt_vs_selected,0.00170888590480024,0.00303874084457966,0.282,-0.00341004410493123,0.006699945182518
-0.0085,0.423288730465116,0.195499194144149,0.7,file2_vs_file1,0.00858474825601073,0.00675842439922148,0.1,-0.00271843344893007,0.0195895146456231
-0.0085,0.423288730465116,0.195499194144149,0.7,exactopt_vs_selected,0.00171190657058294,0.00330701273572275,0.29975,-0.0038609176118735,0.00714514830805245
-0.008,0.419482407331605,0.197223605729496,0.5,file2_vs_file1,0.00807817265001387,0.00621175807053475,0.09525,-0.00232975188821863,0.0181950575241617
-0.008,0.419482407331605,0.197223605729496,0.5,exactopt_vs_selected,0.0013689183426811,0.00265330822456453,0.301,-0.00309339823505784,0.00572382930995234
-0.008,0.419482407331605,0.197223605729496,0.7,file2_vs_file1,0.00808474825601074,0.00675842439922148,0.1125,-0.00321843344893008,0.0190895146456231
-0.008,0.419482407331605,0.197223605729496,0.7,exactopt_vs_selected,0.00137156302687493,0.00288752161374563,0.31375,-0.0034926142902002,0.00611692320530286
