Delta_s,r_non,r_lux,G_file1,G_file2,G_exactopt,G_exactopt_w100,gain_of_exactopt_over_better_of_the_two,gain_w100,kaggle_selects,mBCE_file1,mBCE_file2,mBCE_exactopt,third
0.0135,0.255810512590618,0.271373303899446,0,-0.0134999999999998,0.00750266208565475,0.00771917204215489,0.00750266208565475,0.00771917204215489,file1,0.663559626407166,0.677059626407166,0.656056964321512,TRUE
0.014,0.252004189457107,0.273097715484794,0,-0.014,0.00827314037285243,0.00850671117385715,0.00827314037285243,0.00850671117385715,file1,0.664203642772257,0.678203642772257,0.655930502399405,TRUE
0.0145,0.248197866323595,0.274822127070142,0,-0.0144999999999998,0.00908241783305686,0.00933401748219187,0.00908241783305686,0.00933401748219187,file1,0.664847659137348,0.679347659137348,0.655765241304291,TRUE
0.015,0.244391543190084,0.276546538655489,0,-0.0149999999999999,0.00993069283413328,0.010201309719774,0.00993069283413328,0.010201309719774,file1,0.665491675502439,0.680491675502439,0.655560982668306,TRUE
0.0155,0.240585220056573,0.278270950240837,0,-0.0155,0.0108181723158789,0.0111088165842389,0.0108181723158789,0.0111088165842389,file1,0.66613569186753,0.68163569186753,0.655317519551651,TRUE
0.016,0.236778896923061,0.279995361826185,0,-0.0159999999999999,0.0117450721048731,0.0120567771215067,0.0117450721048731,0.0120567771215067,file1,0.666779708232621,0.682779708232621,0.655034636127748,TRUE
0.0165,0.23297257378955,0.281719773411532,0,-0.0165,0.0127116172485836,0.0130454411561085,0.0127116172485836,0.0130454411561085,file1,0.667423724597712,0.683923724597712,0.654712107349128,TRUE
0.017,0.229166250656039,0.28344418499688,0,-0.0169999999999999,0.0137180423700973,0.0140750697507334,0.0137180423700973,0.0140750697507334,file1,0.668067740962803,0.685067740962803,0.654349698592705,TRUE
0.0175,0.225359927522527,0.285168596582228,0,-0.0174999999999999,0.0147645920449525,0.0151459356973622,0.0147645920449525,0.0151459356973622,file1,0.668711757327894,0.686211757327893,0.653947165282941,TRUE
0.018,0.221553604389016,0.286893008167576,0,-0.018,0.015851521201724,0.0162583240426089,0.015851521201724,0.0162583240426089,file1,0.669355773692985,0.687355773692985,0.653504252491261,TRUE
