m1,m2,nested,nested_sd,plain,w1,w2,Temp,eps,test_p4,seg_oof,f1,f2,f3,f4,f5,delta_vs_prod,p4_gap
lcmnl3_both,xgb_lw2bag3,1.1285941866948,0.0154220387962707,1.1280517209963,0.493457231467532,0.506542768532468,0.96694511015229,0.0046899565078211,0.246264362339898,1.19392770820298,1.14400325177274,1.10693001277339,1.12087487017116,1.14219015396977,1.12897264478696,0.000404731336433484,0.020245637660102
lcmnl3_tilt,xgb_lw2bag3,1.12863029099015,0.015392982041371,1.12809619203679,0.491322805107312,0.508677194892688,0.966561673223757,0.00525051657688402,0.246167629603908,1.19393243120882,1.14395313757768,1.10707850138762,1.12088450546591,1.14235793009197,1.12887738042756,0.000440835631774883,0.0203423703960924
lcmnl3_drift,xgb_lw2fr,1.12869373838176,0.0144829268425239,1.12809363198495,0.426761329304091,0.573238670695909,0.973189126801767,0.00443881087455868,0.252782522889046,1.19679234373272,1.1434592622764,1.10864445133219,1.12184225340992,1.14177745476052,1.12774527012974,0.000504283023384344,0.013727477110954
lcmnl3_both,xgb_mono,1.12871936673857,0.0145097830740607,1.12812360515406,0.51413114163363,0.48586885836637,0.989483386238039,0.000179893141032712,0.24695714916053,1.19495170916779,1.14557732891368,1.11310897416729,1.11872298882206,1.14247624337295,1.12371129841686,0.000529911380194648,0.0195528508394704
lcmnl3_tilt,xgb_mono,1.12875874550667,0.0145045083450162,1.12818002440601,0.512056276706876,0.487943723293124,0.990020252182889,5.61245782457736e-05,0.246850601532159,1.19498491791508,1.14557096135743,1.11329863807146,1.11870559784421,1.14262077672636,1.12359775353391,0.000569290148301649,0.0196593984678409
lcmnl3_both,xgb_monobag,1.12882100664235,0.0148204536994927,1.12833676225442,0.471758117848527,0.528241882151473,0.968939548206456,1.18154089765389e-06,0.247541107769062,1.19658746117542,1.14385611506155,1.10966809678503,1.11948551790671,1.14289775690102,1.12819754655741,0.000631551283974519,0.0189688922309384
lcmnl3_tilt,xgb_monobag,1.12887093130458,0.0147990647976839,1.12838975909969,0.46885753452766,0.53114246547234,0.968997447542284,4.38482205626973e-06,0.247490856948754,1.19662371794767,1.1438724522757,1.10982951101469,1.11950827676393,1.14302051114221,1.12812390532638,0.000681475946209931,0.0190191430512457
lcmnl3p,xgb_lw2fr10,1.12888938715709,0.0143163957210093,1.12834793312464,0.40516543919952,0.59483456080048,0.970667740385917,0.00488229377786152,0.253124690270191,1.19736160395075,1.14282696811871,1.10905569068596,1.12190155297527,1.14241575190642,1.12824697209907,0.000699931798713971,0.0133853097298091
lcmnl3_sm,xgb_lw2bag3,1.12890621777861,0.0152773519551822,1.12834064189832,0.493542109329882,0.506457890670118,0.963519497045743,0.00538630457928117,0.247198624575631,1.19428023881292,1.14408202103998,1.10746703179864,1.12130294292275,1.14253634976816,1.12914274336354,0.000716762420243544,0.0193113754243694
lcmnl,xgb_lw2fr10,1.12894260826373,0.0144010961337855,1.12838631550767,0.403373286772931,0.596626713227069,0.970967013645359,0.00503053068085365,0.253170827323271,1.19746320828303,1.14304296038807,1.1090170023827,1.12186125561042,1.14247689938532,1.12831492355215,0.000753152905361265,0.0133391726767286
lcmnl3,xgb_lw2fr10,1.12894260826373,0.0144010961337855,1.12838631550767,0.403373286772931,0.596626713227069,0.970967013645359,0.00503053068085365,0.253170827323271,1.19746320828303,1.14304296038807,1.1090170023827,1.12186125561042,1.14247689938532,1.12831492355215,0.000753152905361265,0.0133391726767286
lcmnl3x,xgb_lw2fr10,1.12894260826373,0.0144010961337855,1.12838631550767,0.403373286772931,0.596626713227069,0.970967013645359,0.00503053068085365,0.253170827323271,1.19746320828303,1.14304296038807,1.1090170023827,1.12186125561042,1.14247689938532,1.12831492355215,0.000753152905361265,0.0133391726767286
lcmnl3_sm,xgb_mono,1.12899160081915,0.0143674176288004,1.12839258166276,0.514494454565401,0.485505545434599,0.986839059870959,0.000180622627874358,0.247925735828667,1.19529576476201,1.14568571033439,1.11367693100271,1.11910009494046,1.14269191337643,1.12380335444175,0.000802145460776282,0.0185842641713334
lcmnl3p,xgb_lw2fr,1.12907719528124,0.0142751457046676,1.12851405823337,0.412314622045632,0.587685377954368,0.970818333659043,0.00491984966896213,0.251885648418457,1.19701554156431,1.14317654325421,1.10911819482521,1.12264465453689,1.14233100740324,1.12811557638667,0.000887739922872388,0.0146243515815426
lcmnl3_both,xgb_lw2,1.12911893592539,0.0148013354431516,1.12850776883444,0.532369182080934,0.467630817919066,0.972150132034619,0.0130414281006489,0.246132856395511,1.19462783036109,1.14512116455518,1.11257332799063,1.11805249053694,1.14377340849593,1.12607428804827,0.000929480567018581,0.0203771436044887
lcmnl3_sm,xgb_monobag,1.12912819837674,0.0146908019502949,1.12862852271982,0.47061627290313,0.52938372709687,0.96652942399701,1.53772805969081e-05,0.248511371118199,1.19699678143421,1.14396184523249,1.11019029748581,1.11989134883891,1.14322456886955,1.12837293145691,0.000938743018364718,0.0179986288818007
lcmnl,xgb_lw2fr,1.1291357020291,0.0143663997857598,1.12855399622484,0.410039457139709,0.589960542860291,0.971009743862595,0.00494345753768731,0.251953782521062,1.19713243580745,1.14341001442086,1.1090747319403,1.12260980520199,1.1423979073517,1.12818605123065,0.000946246670726847,0.0145562174789383
lcmnl3,xgb_lw2fr,1.1291357020291,0.0143663997857598,1.12855399622484,0.410039457139709,0.589960542860291,0.971009743862595,0.00494345753768731,0.251953782521062,1.19713243580745,1.14341001442086,1.1090747319403,1.12260980520199,1.1423979073517,1.12818605123065,0.000946246670726847,0.0145562174789383
lcmnl3x,xgb_lw2fr,1.1291357020291,0.0143663997857598,1.12855399622484,0.410039457139709,0.589960542860291,0.971009743862595,0.00494345753768731,0.251953782521062,1.19713243580745,1.14341001442086,1.1090747319403,1.12260980520199,1.1423979073517,1.12818605123065,0.000946246670726847,0.0145562174789383
lcmnl3_tilt,xgb_lw2,1.12914219886339,0.0147886525126857,1.12854036012191,0.530155623016815,0.469844376983185,0.972743693279317,0.0127763511573806,0.246040016380815,1.19464021520279,1.14507695934974,1.11273465538838,1.11801503358915,1.14390319110193,1.12598115488773,0.000952743505014064,0.0204699836191853
lcmnl3_both,xgb_lw3,1.12930864855727,0.0172887319601614,1.12887040683055,0.500664603207008,0.499335396792992,0.960186833576672,0.0051311760598368,0.214434232022722,1.19454450586595,1.1494882124965,1.10561056233431,1.12095446411856,1.14182200502242,1.12866799881455,0.00111919319889675,0.052075767977278
