r_non,r_lux,dl,dn,du,G_w85,G_w100,dl_w85,dn_w85,du_w85,dl_w100,dn_w100,du_w100
0.4925,0.164143812365914,-0.286995442217071,0.827015719497052,0.153114307793542,0.0316752469740328,0.0323652937662168,-0.286995442217071,0.827015719497052,0.153114307793542,-0.342414982940182,0.963723370548877,0.179216781731398
0.495,0.163011215680831,-0.294720353645777,0.837087045088058,0.153114307793542,0.0326786647919307,0.0333916273191152,-0.294720353645777,0.837087045088058,0.153114307793542,-0.351786786059095,0.975504204576403,0.179216781731398
0.4975,0.161878618995748,-0.302477683554977,0.847152057809412,0.153114307793542,0.0336981448112943,0.0344344666993168,-0.302477683554977,0.847152057809412,0.153114307793542,-0.361207492633454,0.987282602603687,0.179216781731398
0.5,0.160746022310666,-0.310267812502658,0.857211093316092,0.153114307793542,0.0347337187871695,0.0354938486064155,-0.310267812502658,0.857211093316092,0.153114307793542,-0.370677805009636,0.999059095492536,0.179216781731398
0.5025,0.159613425625583,-0.318091127462715,0.867264486109083,0.153114307793542,0.0357854193079702,0.0365698107067785,-0.318091127462715,0.867264486109083,0.153114307793542,-0.380198440137564,1.01083421378049,0.179216781731398
0.505,0.1584808289405,-0.325948021972607,0.877312569608493,0.153114307793542,0.0368532798035973,0.037662391644899,-0.325948021972607,0.877312569608493,0.153114307793542,-0.389770129984407,1.02260848783602,0.179216781731398
0.5075,0.157348232255417,-0.333838896285276,0.887355676226098,0.153114307793542,0.0379373345538739,0.0387716310551964,-0.333838896285276,0.887355676226098,0.153114307793542,-0.399393621963849,1.03438244801354,0.179216781731398
0.51,0.156215635570334,-0.341764157525498,0.897394137437378,0.153114307793542,0.0390376186973092,0.0398975695742774,-0.341764157525498,0.897394137437378,0.153114307793542,-0.409069679380423,1.04615662480839,0.179216781731398
0.5125,0.155083038885251,-0.349724219850802,0.907428283853066,0.153114307793542,0.0401541682401959,0.0410402488536714,-0.349724219850802,0.907428283853066,0.153114307793542,-0.418799081890035,1.05793154901151,0.179216781731398
0.515,0.153950442200168,-0.35771950461714,0.917458445290257,0.153114307793542,0.0412870200660482,0.0421997115730526,-0.35771950461714,0.917458445290257,0.153114307793542,-0.428582625977292,1.06970775186681,0.179216781731398
0.5175,0.152817845515085,-0.365750440549376,0.927484950843116,0.153114307793542,0.0424362119453904,0.0433760014539609,-0.365750440549376,0.927484950843116,0.153114307793542,-0.438421125450397,1.08148576522458,0.179216781731398
0.52,0.151685248830003,-0.373817463917235,0.937508128953226,0.153114307793542,0.0436017825459017,0.0445691632740395,-0.373817463917235,0.937508128953226,0.153114307793542,-0.448315411954386,1.09326612169979,0.179216781731398
0.5225,0.15055265214492,-0.381921018715824,0.947528307479608,0.153114307793542,0.0447837714429278,0.045779242881801,-0.381921018715824,0.947528307479608,0.153114307793542,-0.458266335503523,1.10504935482843,0.179216781731398
