r_non,r_lux,dl,dn,du,G_w85,G_w100,dl_w85,dn_w85,du_w85,dl_w100,dn_w100,du_w100
0.525,0.149420055459837,-0.390061556852267,0.957545813768457,0.153114307793542,0.0459822191303647,0.0470062872119393,-0.390061556852267,0.957545813768457,0.153114307793542,-0.468274765033733,1.11683599922552,0.179216781731398
0.5275,0.148287458774754,-0.398239538337692,0.967560974722625,0.153114307793542,0.0471971670319317,0.0482503443012011,-0.398239538337692,0.967560974722625,0.153114307793542,-0.478341588975977,1.1286265907438,0.179216781731398
0.53,0.147154862089671,-0.406455431485127,0.977574116870899,0.153114307793542,0.0484286575128334,0.0495114633048424,-0.406455431485127,0.977574116870899,0.153114307793542,-0.488467715851528,1.14042166663344,0.179216781731398
0.5325,0.146022265404588,-0.414709713113506,0.987585566437098,0.153114307793542,0.0496767338918299,0.0507896945136778,-0.414709713113506,0.987585566437098,0.153114307793542,-0.498654074890176,1.1522217657028,0.179216781731398
0.535,0.144889668719505,-0.423002868757961,0.997595649409066,0.153114307793542,0.0509414404537213,0.0520850893717485,-0.423002868757961,0.997595649409066,0.153114307793542,-0.508901616672412,1.16402742848116,0.179216781731398
0.5375,0.143757072034422,-0.431335392886658,1.00760469160743,0.153114307793542,0.0522228224622545,0.0533977004946278,-0.431335392886658,1.00760469160743,0.153114307793542,-0.51921131379673,1.17583919738024,0.179216781731398
0.54,0.14262447534934,-0.439707789124445,1.01761301875453,0.153114307793542,0.0535209261734768,0.0547275816883841,-0.439707789124445,1.01761301875453,0.153114307793542,-0.529584161573235,1.18765761686182,0.179216781731398
0.5425,0.141491878664257,-0.448120570483524,1.02762095654315,0.153114307793542,0.0548357988495311,0.0560747879692255,-0.448120570483524,1.02762095654315,0.153114307793542,-0.540021178744805,1.19948323360242,0.179216781731398
0.545,0.140359281979174,-0.456574259601456,1.03762883070534,0.153114307793542,0.0561674887729209,0.0574393755838471,-0.456574259601456,1.03762883070534,0.153114307793542,-0.550523408237154,1.21131659666209,0.179216781731398
0.5475,0.139226685294091,-0.465069388986753,1.04763696708117,0.153114307793542,0.0575160452612461,0.0588214020305062,-0.465069388986753,1.04763696708117,0.153114307793542,-0.561091917939168,1.22315825765464,0.179216781731398
0.55,0.138094088609008,-0.473606501272371,1.05764569168711,0.153114307793542,0.0588815186824303,0.0602209260808543,-0.473606501272371,1.05764569168711,0.153114307793542,-0.571727801515024,1.23500877091985,0.179216781731398
